,BANDE_LITT,numdep,INSEE_COM,NOM,SIREN_EPCI,NOM_EPCI,SURFACE_M2
615,200_500m,29,29166,Ploéven,200067247,CC Pleyben-Châteaulin-Porzay,215418.56052314554
616,500m_1km,29,29166,Ploéven,200067247,CC Pleyben-Châteaulin-Porzay,394012.5367128272
617,1_5km,29,29166,Ploéven,200067247,CC Pleyben-Châteaulin-Porzay,5164452.253098848
619,100m,29,29168,Plogoff,242900629,CC Cap Sizun - Pointe du Raz,1418570.4685153845
620,100_200m,29,29168,Plogoff,242900629,CC Cap Sizun - Pointe du Raz,1182322.2558200224
621,200_500m,29,29168,Plogoff,242900629,CC Cap Sizun - Pointe du Raz,2871136.039031763
622,500m_1km,29,29168,Plogoff,242900629,CC Cap Sizun - Pointe du Raz,3378895.262340359
623,1_5km,29,29168,Plogoff,242900629,CC Cap Sizun - Pointe du Raz,3115916.8718570517
624,100m,29,29171,Plomeur,242900702,CC du Pays Bigouden Sud,260842.81572424332
625,100_200m,29,29171,Plomeur,242900702,CC du Pays Bigouden Sud,231272.80685233112
626,200_500m,29,29171,Plomeur,242900702,CC du Pays Bigouden Sud,730040.5762239469
627,500m_1km,29,29171,Plomeur,242900702,CC du Pays Bigouden Sud,1730831.4477228085
628,1_5km,29,29171,Plomeur,242900702,CC du Pays Bigouden Sud,25755748.69883785
630,100m,29,29172,Plomodiern,200067247,CC Pleyben-Châteaulin-Porzay,643048.5257398386
631,100_200m,29,29172,Plomodiern,200067247,CC Pleyben-Châteaulin-Porzay,573788.6693141748
632,200_500m,29,29172,Plomodiern,200067247,CC Pleyben-Châteaulin-Porzay,1490753.552631858
633,500m_1km,29,29172,Plomodiern,200067247,CC Pleyben-Châteaulin-Porzay,2417135.693413373
634,1_5km,29,29172,Plomodiern,200067247,CC Pleyben-Châteaulin-Porzay,17872518.666418906
636,100m,29,29174,Plonéour-Lanvern,242900710,CC du Haut Pays Bigouden,55.46759210671799
637,100_200m,29,29174,Plonéour-Lanvern,242900710,CC du Haut Pays Bigouden,19349.013483440882
638,200_500m,29,29174,Plonéour-Lanvern,242900710,CC du Haut Pays Bigouden,188163.69956764724
639,500m_1km,29,29174,Plonéour-Lanvern,242900710,CC du Haut Pays Bigouden,698229.8388438437
640,1_5km,29,29174,Plonéour-Lanvern,242900710,CC du Haut Pays Bigouden,14373727.37897491
642,100m,29,29176,Plonévez-Porzay,200067247,CC Pleyben-Châteaulin-Porzay,619193.5786554326
643,100_200m,29,29176,Plonévez-Porzay,200067247,CC Pleyben-Châteaulin-Porzay,596149.9976568817
644,200_500m,29,29176,Plonévez-Porzay,200067247,CC Pleyben-Châteaulin-Porzay,1706199.67499183
645,500m_1km,29,29176,Plonévez-Porzay,200067247,CC Pleyben-Châteaulin-Porzay,2687705.046015593
646,1_5km,29,29176,Plonévez-Porzay,200067247,CC Pleyben-Châteaulin-Porzay,20612815.28217276
648,100m,29,29177,Plouarzel,242900074,CC du Pays d'Iroise,1271428.0897445437
649,100_200m,29,29177,Plouarzel,242900074,CC du Pays d'Iroise,1160494.4991972
650,200_500m,29,29177,Plouarzel,242900074,CC du Pays d'Iroise,2976208.981469834
651,500m_1km,29,29177,Plouarzel,242900074,CC du Pays d'Iroise,4182708.3055526195
652,1_5km,29,29177,Plouarzel,242900074,CC du Pays d'Iroise,24006638.745286476
654,100m,29,29178,Ploudalmézeau,242900074,CC du Pays d'Iroise,811302.4030007125
655,100_200m,29,29178,Ploudalmézeau,242900074,CC du Pays d'Iroise,701076.9086839225
656,200_500m,29,29178,Ploudalmézeau,242900074,CC du Pays d'Iroise,1683302.510943177
657,500m_1km,29,29178,Ploudalmézeau,242900074,CC du Pays d'Iroise,2364609.5655555604
658,1_5km,29,29178,Ploudalmézeau,242900074,CC du Pays d'Iroise,12639204.693914173
660,100m,29,29184,Plouénan,200067072,CC Haut-Léon Communauté,946955.4253183851
661,100_200m,29,29184,Plouénan,200067072,CC Haut-Léon Communauté,947181.1222246623
662,200_500m,29,29184,Plouénan,200067072,CC Haut-Léon Communauté,2685532.7486128462
663,500m_1km,29,29184,Plouénan,200067072,CC Haut-Léon Communauté,4050220.4299235637
664,1_5km,29,29184,Plouénan,200067072,CC Haut-Léon Communauté,21121302.66139957
666,100m,29,29185,Plouescat,200067072,CC Haut-Léon Communauté,986960.2129067394
667,100_200m,29,29185,Plouescat,200067072,CC Haut-Léon Communauté,913620.7397435986
668,200_500m,29,29185,Plouescat,200067072,CC Haut-Léon Communauté,2251416.4471497275
669,500m_1km,29,29185,Plouescat,200067072,CC Haut-Léon Communauté,3155010.0544908373
670,1_5km,29,29185,Plouescat,200067072,CC Haut-Léon Communauté,7570810.750639311
671,100m,29,29186,Plouezoc'h,242900835,CA Morlaix Communauté,1098861.6191522025
672,100_200m,29,29186,Plouezoc'h,242900835,CA Morlaix Communauté,991689.4161461871
673,200_500m,29,29186,Plouezoc'h,242900835,CA Morlaix Communauté,2290536.870501802
674,500m_1km,29,29186,Plouezoc'h,242900835,CA Morlaix Communauté,3290137.40118577
675,1_5km,29,29186,Plouezoc'h,242900835,CA Morlaix Communauté,8147358.1101627415
676,100m,29,29188,Plougasnou,242900835,CA Morlaix Communauté,1676611.6355775904
677,100_200m,29,29188,Plougasnou,242900835,CA Morlaix Communauté,1465014.981126585
678,200_500m,29,29188,Plougasnou,242900835,CA Morlaix Communauté,3673019.56690434
679,500m_1km,29,29188,Plougasnou,242900835,CA Morlaix Communauté,5358913.072089127
680,1_5km,29,29188,Plougasnou,242900835,CA Morlaix Communauté,22152997.804681256
681,100m,29,29189,Plougastel-Daoulas,242900314,Brest Métropole,3813989.79583311
682,100_200m,29,29189,Plougastel-Daoulas,242900314,Brest Métropole,3627958.7589023337
683,200_500m,29,29189,Plougastel-Daoulas,242900314,Brest Métropole,9321854.59507916
684,500m_1km,29,29189,Plougastel-Daoulas,242900314,Brest Métropole,11788298.528689755
685,1_5km,29,29189,Plougastel-Daoulas,242900314,Brest Métropole,18184420.023522384
686,100m,29,29190,Plougonvelin,242900074,CC du Pays d'Iroise,1256913.9240839984
687,100_200m,29,29190,Plougonvelin,242900074,CC du Pays d'Iroise,1064783.3373917863
688,200_500m,29,29190,Plougonvelin,242900074,CC du Pays d'Iroise,2812337.2482257294
689,500m_1km,29,29190,Plougonvelin,242900074,CC du Pays d'Iroise,4473077.512594817
690,1_5km,29,29190,Plougonvelin,242900074,CC du Pays d'Iroise,9333476.448314039
691,100m,29,29192,Plougoulm,200067072,CC Haut-Léon Communauté,496872.040378763
692,100_200m,29,29192,Plougoulm,200067072,CC Haut-Léon Communauté,490254.97117348434
693,200_500m,29,29192,Plougoulm,200067072,CC Haut-Léon Communauté,1346127.940942219
694,500m_1km,29,29192,Plougoulm,200067072,CC Haut-Léon Communauté,2121122.297288557
695,1_5km,29,29192,Plougoulm,200067072,CC Haut-Léon Communauté,12139451.841207612
697,100m,29,29195,Plouguerneau,242900553,CC du Pays des Abers,3245384.270776044
698,100_200m,29,29195,Plouguerneau,242900553,CC du Pays des Abers,2444946.6707901536
699,200_500m,29,29195,Plouguerneau,242900553,CC du Pays des Abers,6200951.372473405
700,500m_1km,29,29195,Plouguerneau,242900553,CC du Pays des Abers,8925169.296529694
701,1_5km,29,29195,Plouguerneau,242900553,CC du Pays des Abers,22386135.594868902
703,100m,29,29196,Plouguin,242900553,CC du Pays des Abers,136528.52733542334
704,100_200m,29,29196,Plouguin,242900553,CC du Pays des Abers,168446.12006678965
705,200_500m,29,29196,Plouguin,242900553,CC du Pays des Abers,627651.5628202447
706,500m_1km,29,29196,Plouguin,242900553,CC du Pays des Abers,1727598.827885816
707,1_5km,29,29196,Plouguin,242900553,CC du Pays des Abers,22459721.618977185
709,100m,29,29197,Plouhinec,242900629,CC Cap Sizun - Pointe du Raz,1292910.4696531452
710,100_200m,29,29197,Plouhinec,242900629,CC Cap Sizun - Pointe du Raz,1298136.9719194483
711,200_500m,29,29197,Plouhinec,242900629,CC Cap Sizun - Pointe du Raz,3738933.242381978
712,500m_1km,29,29197,Plouhinec,242900629,CC Cap Sizun - Pointe du Raz,5696674.133223168
713,1_5km,29,29197,Plouhinec,242900629,CC Cap Sizun - Pointe du Raz,15801208.956198987
714,100m,29,29198,Plouider,242900793,CC Communauté Lesneven Côte des Légendes,46926.61659612074
715,100_200m,29,29198,Plouider,242900793,CC Communauté Lesneven Côte des Légendes,52075.50268926818
716,200_500m,29,29198,Plouider,242900793,CC Communauté Lesneven Côte des Légendes,201702.8057506769
717,500m_1km,29,29198,Plouider,242900793,CC Communauté Lesneven Côte des Légendes,498492.06975041685
718,1_5km,29,29198,Plouider,242900793,CC Communauté Lesneven Côte des Légendes,14021082.101851737
720,100m,29,29201,Ploumoguer,242900074,CC du Pays d'Iroise,464832.32062045875
721,100_200m,29,29201,Ploumoguer,242900074,CC du Pays d'Iroise,441069.9810381906
722,200_500m,29,29201,Ploumoguer,242900074,CC du Pays d'Iroise,1386200.8322473944
723,500m_1km,29,29201,Ploumoguer,242900074,CC du Pays d'Iroise,2700576.417492592
724,1_5km,29,29201,Ploumoguer,242900074,CC du Pays d'Iroise,21295980.319471724
726,100m,29,29206,Plounévez-Lochrist,200067072,CC Haut-Léon Communauté,563489.5304054278
727,100_200m,29,29206,Plounévez-Lochrist,200067072,CC Haut-Léon Communauté,436946.55219099874
728,200_500m,29,29206,Plounévez-Lochrist,200067072,CC Haut-Léon Communauté,1302054.0500001444
729,500m_1km,29,29206,Plounévez-Lochrist,200067072,CC Haut-Léon Communauté,2268742.8095947667
730,1_5km,29,29206,Plounévez-Lochrist,200067072,CC Haut-Léon Communauté,19955217.80839042
732,100m,29,29209,Plouvien,242900553,CC du Pays des Abers,238382.80840387393
733,100_200m,29,29209,Plouvien,242900553,CC du Pays des Abers,453018.81041982875
734,200_500m,29,29209,Plouvien,242900553,CC du Pays des Abers,1235147.6438359697
735,500m_1km,29,29209,Plouvien,242900553,CC du Pays des Abers,1913829.7036562886
736,1_5km,29,29209,Plouvien,242900553,CC du Pays des Abers,21630939.908055678
738,100m,29,29212,Plouzané,242900314,Brest Métropole,725281.2416544253
739,100_200m,29,29212,Plouzané,242900314,Brest Métropole,656496.252553063
740,200_500m,29,29212,Plouzané,242900314,Brest Métropole,1789291.9101770855
741,500m_1km,29,29212,Plouzané,242900314,Brest Métropole,2625097.7449580817
742,1_5km,29,29212,Plouzané,242900314,Brest Métropole,17275170.17056544
744,100m,29,29214,Plovan,242900710,CC du Haut Pays Bigouden,370671.0701854955
745,100_200m,29,29214,Plovan,242900710,CC du Haut Pays Bigouden,405287.18352123274
746,200_500m,29,29214,Plovan,242900710,CC du Haut Pays Bigouden,1222514.8542491347
747,500m_1km,29,29214,Plovan,242900710,CC du Haut Pays Bigouden,2059590.2957958535
748,1_5km,29,29214,Plovan,242900710,CC du Haut Pays Bigouden,10105993.313230814
750,100m,29,29215,Plozévet,242900710,CC du Haut Pays Bigouden,587199.5002310222
751,100_200m,29,29215,Plozévet,242900710,CC du Haut Pays Bigouden,609473.9207309468
752,200_500m,29,29215,Plozévet,242900710,CC du Haut Pays Bigouden,1839753.9058284597
753,500m_1km,29,29215,Plozévet,242900710,CC du Haut Pays Bigouden,3122076.947462317
754,1_5km,29,29215,Plozévet,242900710,CC du Haut Pays Bigouden,18002552.68933398
756,100m,29,29217,Pont-Aven,242900769,CA Concarneau Cornouaille Agglomération,227833.80430066912
757,100_200m,29,29217,Pont-Aven,242900769,CA Concarneau Cornouaille Agglomération,266110.757540782
758,200_500m,29,29217,Pont-Aven,242900769,CA Concarneau Cornouaille Agglomération,972661.729217206
759,500m_1km,29,29217,Pont-Aven,242900769,CA Concarneau Cornouaille Agglomération,1939203.1513477003
760,1_5km,29,29217,Pont-Aven,242900769,CA Concarneau Cornouaille Agglomération,20538866.527594633
762,100m,29,29218,Pont-Croix,242900629,CC Cap Sizun - Pointe du Raz,354164.1237359565
763,100_200m,29,29218,Pont-Croix,242900629,CC Cap Sizun - Pointe du Raz,369628.2982166878
764,200_500m,29,29218,Pont-Croix,242900629,CC Cap Sizun - Pointe du Raz,1269062.5240713141
765,500m_1km,29,29218,Pont-Croix,242900629,CC Cap Sizun - Pointe du Raz,2276716.699257276
766,1_5km,29,29218,Pont-Croix,242900629,CC Cap Sizun - Pointe du Raz,3858278.2333960873
767,100m,29,29220,Pont-l'Abbé,242900702,CC du Pays Bigouden Sud,1573381.6221219795
768,100_200m,29,29220,Pont-l'Abbé,242900702,CC du Pays Bigouden Sud,1390187.4722552516
769,200_500m,29,29220,Pont-l'Abbé,242900702,CC du Pays Bigouden Sud,2711337.2089183303
770,500m_1km,29,29220,Pont-l'Abbé,242900702,CC du Pays Bigouden Sud,3429248.594544592
771,1_5km,29,29220,Pont-l'Abbé,242900702,CC du Pays Bigouden Sud,9106998.323503718
772,100m,29,29221,Porspoder,242900074,CC du Pays d'Iroise,813087.6071698721
773,100_200m,29,29221,Porspoder,242900074,CC du Pays d'Iroise,603969.8673601837
774,200_500m,29,29221,Porspoder,242900074,CC du Pays d'Iroise,1552793.6546240838
775,500m_1km,29,29221,Porspoder,242900074,CC du Pays d'Iroise,2318744.182189379
776,1_5km,29,29221,Porspoder,242900074,CC du Pays d'Iroise,6174105.087484649
777,100m,29,29225,Pouldreuzic,242900710,CC du Haut Pays Bigouden,148658.04538055902
778,100_200m,29,29225,Pouldreuzic,242900710,CC du Haut Pays Bigouden,155599.98218360118
779,200_500m,29,29225,Pouldreuzic,242900710,CC du Haut Pays Bigouden,441437.6034937709
780,500m_1km,29,29225,Pouldreuzic,242900710,CC du Haut Pays Bigouden,632729.9295833263
781,1_5km,29,29225,Pouldreuzic,242900710,CC du Haut Pays Bigouden,9659894.849251918
783,100m,29,29226,Poullan-sur-Mer,242900645,CC Douarnenez Communauté,783127.6944231489
784,100_200m,29,29226,Poullan-sur-Mer,242900645,CC Douarnenez Communauté,721871.5738352214
785,200_500m,29,29226,Poullan-sur-Mer,242900645,CC Douarnenez Communauté,2092610.029165104
786,500m_1km,29,29226,Poullan-sur-Mer,242900645,CC Douarnenez Communauté,3291721.3016135334
787,1_5km,29,29226,Poullan-sur-Mer,242900645,CC Douarnenez Communauté,18817440.81034019
789,100m,29,29228,Primelin,242900629,CC Cap Sizun - Pointe du Raz,372187.3580362465
790,100_200m,29,29228,Primelin,242900629,CC Cap Sizun - Pointe du Raz,336123.6339747834
791,200_500m,29,29228,Primelin,242900629,CC Cap Sizun - Pointe du Raz,1013868.5756584897
792,500m_1km,29,29228,Primelin,242900629,CC Cap Sizun - Pointe du Raz,1948838.492621773
793,1_5km,29,29228,Primelin,242900629,CC Cap Sizun - Pointe du Raz,4999283.961731855
794,100m,29,29235,Le Relecq-Kerhuon,242900314,Brest Métropole,419573.24085285806
795,100_200m,29,29235,Le Relecq-Kerhuon,242900314,Brest Métropole,442271.95331211906
796,200_500m,29,29235,Le Relecq-Kerhuon,242900314,Brest Métropole,1322049.0088246898
797,500m_1km,29,29235,Le Relecq-Kerhuon,242900314,Brest Métropole,1851715.6254890163
798,1_5km,29,29235,Le Relecq-Kerhuon,242900314,Brest Métropole,2482840.064692887
799,100m,29,29236,Riec-sur-Bélon,242900694,CA Quimperlé Communauté,1965366.672955632
800,100_200m,29,29236,Riec-sur-Bélon,242900694,CA Quimperlé Communauté,1786709.5908107865
801,200_500m,29,29236,Riec-sur-Bélon,242900694,CA Quimperlé Communauté,4702174.227931507
802,500m_1km,29,29236,Riec-sur-Bélon,242900694,CA Quimperlé Communauté,6804961.810747423
803,1_5km,29,29236,Riec-sur-Bélon,242900694,CA Quimperlé Communauté,32401103.681376964
805,100m,29,29238,Roscanvel,200066868,CC Presqu'île de Crozon-Aulne maritime,1543435.5277214597
806,100_200m,29,29238,Roscanvel,200066868,CC Presqu'île de Crozon-Aulne maritime,1396617.4945937574
807,200_500m,29,29238,Roscanvel,200066868,CC Presqu'île de Crozon-Aulne maritime,3563220.8891690266
808,500m_1km,29,29238,Roscanvel,200066868,CC Presqu'île de Crozon-Aulne maritime,2684099.6291637532
809,1_5km,29,29238,Roscanvel,200066868,CC Presqu'île de Crozon-Aulne maritime,137483.2278234583
810,100m,29,29239,Roscoff,200067072,CC Haut-Léon Communauté,1038937.675196558
811,100_200m,29,29239,Roscoff,200067072,CC Haut-Léon Communauté,822838.8892473668
812,200_500m,29,29239,Roscoff,200067072,CC Haut-Léon Communauté,1859189.458430893
813,500m_1km,29,29239,Roscoff,200067072,CC Haut-Léon Communauté,1799996.619865963
814,1_5km,29,29239,Roscoff,200067072,CC Haut-Léon Communauté,918692.6727638751
815,100m,29,29240,Rosnoën,200066868,CC Presqu'île de Crozon-Aulne maritime,1720894.3286084922
816,100_200m,29,29240,Rosnoën,200066868,CC Presqu'île de Crozon-Aulne maritime,1664229.1106089242
817,200_500m,29,29240,Rosnoën,200066868,CC Presqu'île de Crozon-Aulne maritime,4329064.612948828
818,500m_1km,29,29240,Rosnoën,200066868,CC Presqu'île de Crozon-Aulne maritime,6036144.768863057
819,1_5km,29,29240,Rosnoën,200066868,CC Presqu'île de Crozon-Aulne maritime,19745267.684847407
821,100m,29,29251,Saint-Jean-du-Doigt,242900835,CA Morlaix Communauté,327257.023075535
822,100_200m,29,29251,Saint-Jean-du-Doigt,242900835,CA Morlaix Communauté,293261.6959541331
823,200_500m,29,29251,Saint-Jean-du-Doigt,242900835,CA Morlaix Communauté,803215.8814176781
824,500m_1km,29,29251,Saint-Jean-du-Doigt,242900835,CA Morlaix Communauté,1158966.2907964562
825,1_5km,29,29251,Saint-Jean-du-Doigt,242900835,CA Morlaix Communauté,15452341.8697307
827,100m,29,29252,Saint-Jean-Trolimon,242900702,CC du Pays Bigouden Sud,150440.5945391978
828,100_200m,29,29252,Saint-Jean-Trolimon,242900702,CC du Pays Bigouden Sud,161426.05403630718
829,200_500m,29,29252,Saint-Jean-Trolimon,242900702,CC du Pays Bigouden Sud,496853.0191287624
830,500m_1km,29,29252,Saint-Jean-Trolimon,242900702,CC du Pays Bigouden Sud,792255.1206109459
831,1_5km,29,29252,Saint-Jean-Trolimon,242900702,CC du Pays Bigouden Sud,11484768.309235722
833,100m,29,29256,Saint-Nic,200067247,CC Pleyben-Châteaulin-Porzay,345352.7361513823
834,100_200m,29,29256,Saint-Nic,200067247,CC Pleyben-Châteaulin-Porzay,335151.30430085515
835,200_500m,29,29256,Saint-Nic,200067247,CC Pleyben-Châteaulin-Porzay,977976.1927978692
836,500m_1km,29,29256,Saint-Nic,200067247,CC Pleyben-Châteaulin-Porzay,1620582.190018366
837,1_5km,29,29256,Saint-Nic,200067247,CC Pleyben-Châteaulin-Porzay,14721418.683030263
838,100m,29,29257,Saint-Pabu,242900553,CC du Pays des Abers,716328.5500167417
839,100_200m,29,29257,Saint-Pabu,242900553,CC du Pays des Abers,687163.5472302338
840,200_500m,29,29257,Saint-Pabu,242900553,CC du Pays des Abers,1810461.6085764088
841,500m_1km,29,29257,Saint-Pabu,242900553,CC du Pays des Abers,2482624.615739738
842,1_5km,29,29257,Saint-Pabu,242900553,CC du Pays des Abers,4111703.317641315
843,100m,29,29259,Saint-Pol-de-Léon,200067072,CC Haut-Léon Communauté,985260.1736906851
844,100_200m,29,29259,Saint-Pol-de-Léon,200067072,CC Haut-Léon Communauté,859783.9890498823
845,200_500m,29,29259,Saint-Pol-de-Léon,200067072,CC Haut-Léon Communauté,2392756.2006592
846,500m_1km,29,29259,Saint-Pol-de-Léon,200067072,CC Haut-Léon Communauté,3822997.3469634354
847,1_5km,29,29259,Saint-Pol-de-Léon,200067072,CC Haut-Léon Communauté,15554561.227784185
848,100m,29,29273,Santec,200067072,CC Haut-Léon Communauté,1083250.6917428824
849,100_200m,29,29273,Santec,200067072,CC Haut-Léon Communauté,831474.0298115843
850,200_500m,29,29273,Santec,200067072,CC Haut-Léon Communauté,2231761.453708154
851,500m_1km,29,29273,Santec,200067072,CC Haut-Léon Communauté,2367780.6842904068
852,1_5km,29,29273,Santec,200067072,CC Haut-Léon Communauté,1590575.2103617634
853,100m,29,29276,Sibiril,200067072,CC Haut-Léon Communauté,624233.8465106054
854,100_200m,29,29276,Sibiril,200067072,CC Haut-Léon Communauté,550463.1221283225
855,200_500m,29,29276,Sibiril,200067072,CC Haut-Léon Communauté,1414699.1175971674
856,500m_1km,29,29276,Sibiril,200067072,CC Haut-Léon Communauté,2006286.7109331025
857,1_5km,29,29276,Sibiril,200067072,CC Haut-Léon Communauté,6924355.949614073
858,100m,29,29279,Taulé,242900835,CA Morlaix Communauté,445012.40834663034
859,100_200m,29,29279,Taulé,242900835,CA Morlaix Communauté,452382.06242817396
860,200_500m,29,29279,Taulé,242900835,CA Morlaix Communauté,1421466.2316658036
861,500m_1km,29,29279,Taulé,242900835,CA Morlaix Communauté,3070944.0106799835
862,1_5km,29,29279,Taulé,242900835,CA Morlaix Communauté,24139804.471304674
863,100m,29,29280,Telgruc-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,788946.5813382843
864,100_200m,29,29280,Telgruc-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,718829.7147056174
865,200_500m,29,29280,Telgruc-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,1955126.6222991408
866,500m_1km,29,29280,Telgruc-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,3166646.06833403
867,1_5km,29,29280,Telgruc-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,21570238.73251672
868,100m,29,29282,Trébabu,242900074,CC du Pays d'Iroise,170799.9009231544
869,100_200m,29,29282,Trébabu,242900074,CC du Pays d'Iroise,168028.19703037068
870,200_500m,29,29282,Trébabu,242900074,CC du Pays d'Iroise,500542.42467972584
871,500m_1km,29,29282,Trébabu,242900074,CC du Pays d'Iroise,883678.1880071476
872,1_5km,29,29282,Trébabu,242900074,CC du Pays d'Iroise,2597338.5881910236
873,100m,29,29284,Treffiagat,242900702,CC du Pays Bigouden Sud,544655.6162706013
874,100_200m,29,29284,Treffiagat,242900702,CC du Pays Bigouden Sud,530128.0728717879
875,200_500m,29,29284,Treffiagat,242900702,CC du Pays Bigouden Sud,1360047.940368577
876,500m_1km,29,29284,Treffiagat,242900702,CC du Pays Bigouden Sud,1869279.328063748
877,1_5km,29,29284,Treffiagat,242900702,CC du Pays Bigouden Sud,3912579.93187709
878,100m,29,29287,Tréflez,200067072,CC Haut-Léon Communauté,518880.838615915
879,100_200m,29,29287,Tréflez,200067072,CC Haut-Léon Communauté,520761.67727445083
880,200_500m,29,29287,Tréflez,200067072,CC Haut-Léon Communauté,1328722.3676893278
881,500m_1km,29,29287,Tréflez,200067072,CC Haut-Léon Communauté,1875429.0464178813
882,1_5km,29,29287,Tréflez,200067072,CC Haut-Léon Communauté,10930018.45104637
884,100m,29,29289,Trégarvan,200067247,CC Pleyben-Châteaulin-Porzay,556611.5304680557
885,100_200m,29,29289,Trégarvan,200067247,CC Pleyben-Châteaulin-Porzay,560200.0630990292
886,200_500m,29,29289,Trégarvan,200067247,CC Pleyben-Châteaulin-Porzay,1508194.3849572265
887,500m_1km,29,29289,Trégarvan,200067247,CC Pleyben-Châteaulin-Porzay,2197680.319157614
888,1_5km,29,29289,Trégarvan,200067247,CC Pleyben-Châteaulin-Porzay,4802548.146920618
889,100m,29,29290,Tréglonou,242900553,CC du Pays des Abers,774989.6343305637
890,100_200m,29,29290,Tréglonou,242900553,CC du Pays des Abers,542319.106401182
891,200_500m,29,29290,Tréglonou,242900553,CC du Pays des Abers,1319008.9740220336
892,500m_1km,29,29290,Tréglonou,242900553,CC du Pays des Abers,1601191.7714622063
893,1_5km,29,29290,Tréglonou,242900553,CC du Pays des Abers,1822846.3688949645
894,100m,29,29292,Tréguennec,242900702,CC du Pays Bigouden Sud,274859.38476009597
895,100_200m,29,29292,Tréguennec,242900702,CC du Pays Bigouden Sud,289361.00820481434
896,200_500m,29,29292,Tréguennec,242900702,CC du Pays Bigouden Sud,885187.6498871974
897,500m_1km,29,29292,Tréguennec,242900702,CC du Pays Bigouden Sud,1542874.0316791262
898,1_5km,29,29292,Tréguennec,242900702,CC du Pays Bigouden Sud,6307893.41047262
899,100m,29,29293,Trégunc,242900769,CA Concarneau Cornouaille Agglomération,1865208.1808594188
900,100_200m,29,29293,Trégunc,242900769,CA Concarneau Cornouaille Agglomération,1650278.5981077107
901,200_500m,29,29293,Trégunc,242900769,CA Concarneau Cornouaille Agglomération,4031933.9992332533
902,500m_1km,29,29293,Trégunc,242900769,CA Concarneau Cornouaille Agglomération,5374098.433032406
903,1_5km,29,29293,Trégunc,242900769,CA Concarneau Cornouaille Agglomération,32989252.746249728
905,100m,29,29298,Tréogat,242900710,CC du Haut Pays Bigouden,182274.56045954485
906,100_200m,29,29298,Tréogat,242900710,CC du Haut Pays Bigouden,213365.71805869896
907,200_500m,29,29298,Tréogat,242900710,CC du Haut Pays Bigouden,623243.837866019
908,500m_1km,29,29298,Tréogat,242900710,CC du Haut Pays Bigouden,976870.2108817833
909,1_5km,29,29298,Tréogat,242900710,CC du Haut Pays Bigouden,7336478.040210157
911,100m,35,35049,Cancale,243500782,CA du Pays de Saint Malo Agglomération,1459435.2657622367
912,100_200m,35,35049,Cancale,243500782,CA du Pays de Saint Malo Agglomération,1201586.2487309366
913,200_500m,35,35049,Cancale,243500782,CA du Pays de Saint Malo Agglomération,2868427.6976724803
914,500m_1km,35,35049,Cancale,243500782,CA du Pays de Saint Malo Agglomération,3544949.9320415496
915,1_5km,35,35049,Cancale,243500782,CA du Pays de Saint Malo Agglomération,3484439.217446221
916,100m,35,35078,Cherrueix,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,696440.0031076979
917,100_200m,35,35078,Cherrueix,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,777764.0600995976
918,200_500m,35,35078,Cherrueix,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1932268.762409858
919,500m_1km,35,35078,Cherrueix,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2655934.3845065967
920,1_5km,35,35078,Cherrueix,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,6709897.925800707
921,100m,35,35093,Dinard,243500725,CC Côte d'Émeraude,819911.0899518861
922,100_200m,35,35093,Dinard,243500725,CC Côte d'Émeraude,680287.384990597
923,200_500m,35,35093,Dinard,243500725,CC Côte d'Émeraude,1660790.9858841363
924,500m_1km,35,35093,Dinard,243500725,CC Côte d'Émeraude,2197987.6947395247
925,1_5km,35,35093,Dinard,243500725,CC Côte d'Émeraude,2244544.323779675
926,100m,35,35116,La Fresnais,243500782,CA du Pays de Saint Malo Agglomération,48691.52327795031
927,100_200m,35,35116,La Fresnais,243500782,CA du Pays de Saint Malo Agglomération,59153.300700041
928,200_500m,35,35116,La Fresnais,243500782,CA du Pays de Saint Malo Agglomération,331212.2954587892
929,500m_1km,35,35116,La Fresnais,243500782,CA du Pays de Saint Malo Agglomération,1725761.6833663632
930,1_5km,35,35116,La Fresnais,243500782,CA du Pays de Saint Malo Agglomération,11784217.723915132
932,100m,35,35122,La Gouesnière,243500782,CA du Pays de Saint Malo Agglomération,488.0815300804792
933,100_200m,35,35122,La Gouesnière,243500782,CA du Pays de Saint Malo Agglomération,13468.61770910239
934,200_500m,35,35122,La Gouesnière,243500782,CA du Pays de Saint Malo Agglomération,160871.2264033365
935,500m_1km,35,35122,La Gouesnière,243500782,CA du Pays de Saint Malo Agglomération,711319.5181827369
936,1_5km,35,35122,La Gouesnière,243500782,CA du Pays de Saint Malo Agglomération,7944353.796174731
937,100m,35,35132,Hirel,243500782,CA du Pays de Saint Malo Agglomération,494604.73334680975
938,100_200m,35,35132,Hirel,243500782,CA du Pays de Saint Malo Agglomération,604252.8154854678
